t_s,vrms,irms,power,event,event_t_s,delta_va,direction
3.020413,0.000008,0.0008,0.1789,0,,,
4.020163,0.000009,0.0009,0.2056,0,,,
5.019912,0.000010,0.0009,0.2080,0,,,
6.019674,0.000009,0.0009,0.2046,0,,,
7.020586,0.000009,0.0009,0.2059,0,,,
8.020335,0.000010,0.0009,0.2156,0,,,
9.020083,0.000009,0.0009,0.2024,0,,,
10.019837,0.000009,0.0009,0.2032,0,,,
11.019607,0.000010,0.0009,0.2088,0,,,
12.020542,0.000009,0.0008,0.1876,0,,,
13.020282,0.000009,0.0008,0.2001,0,,,
14.020053,0.000009,0.0008,0.1986,0,,,
15.019815,0.000010,0.0009,0.2074,0,,,
16.019564,0.000009,0.0009,0.2050,0,,,
17.020489,0.000009,0.0008,0.2007,0,,,
18.020248,0.000009,0.0008,0.1986,0,,,
19.020021,0.000009,0.0008,0.1976,0,,,
20.019779,0.000010,0.0009,0.2176,0,,,
21.019531,0.000009,0.0009,0.2027,0,,,
22.020432,0.000010,0.0009,0.2099,0,,,
23.020184,0.000009,0.0009,0.2049,0,,,
24.019943,0.000010,0.0009,0.2160,0,,,
25.019718,0.000010,0.0009,0.2093,0,,,
26.019487,0.000010,0.0009,0.2153,0,,,
27.020399,0.000009,0.0008,0.1983,0,,,
28.020163,0.000009,0.0008,0.1987,0,,,
29.019913,0.000010,0.0009,0.2081,0,,,
30.019674,0.000010,0.0009,0.2089,0,,,
31.020586,0.000009,0.0008,0.2006,0,,,
32.020336,0.000010,0.0009,0.2075,0,,,
33.020103,0.000010,0.0009,0.2095,0,,,
34.019855,0.000009,0.0009,0.2019,0,,,
35.019630,0.000009,0.0009,0.2057,0,,,
36.020554,0.000009,0.0009,0.2063,0,,,
37.020313,0.000009,0.0009,0.2027,0,,,
38.020065,0.000010,0.0009,0.2065,0,,,
39.019798,0.000010,0.0009,0.2122,0,,,
40.019554,0.000009,0.0008,0.1994,0,,,
41.020477,0.000009,0.0008,0.2009,0,,,
42.020229,0.000009,0.0008,0.1944,0,,,
43.019978,0.000009,0.0008,0.1957,0,,,
44.019749,0.000009,0.0009,0.2032,0,,,
45.019497,0.000010,0.0009,0.2164,0,,,
46.020412,0.000009,0.0009,0.2031,0,,,
47.020161,0.000010,0.0009,0.2112,0,,,
48.019913,0.000010,0.0009,0.2097,0,,,
49.019672,0.000009,0.0009,0.2051,0,,,
50.020584,0.000010,0.0009,0.2109,0,,,
51.020336,0.000009,0.0008,0.1964,0,,,
52.020084,0.000009,0.0009,0.2031,0,,,
53.019836,0.000009,0.0009,0.2017,0,,,
54.019592,0.000010,0.0009,0.2105,0,,,
55.020512,0.000009,0.0008,0.1982,0,,,
56.020248,0.000009,0.0008,0.1895,0,,,
57.020020,0.000009,0.0008,0.1952,0,,,
58.019779,0.000009,0.0008,0.1982,0,,,
59.019531,0.000009,0.0008,0.1961,0,,,
60.020454,0.000009,0.0008,0.1856,0,,,
61.020206,0.000010,0.0009,0.2069,0,,,
62.019962,0.000009,0.0008,0.1952,0,,,
63.019741,0.000009,0.0008,0.1965,0,,,
64.019485,0.000009,0.0008,0.1979,0,,,
65.020416,0.000009,0.0009,0.2029,0,,,
66.020164,0.000009,0.0008,0.1932,0,,,
67.019913,0.000009,0.0009,0.2021,0,,,
68.019669,0.000009,0.0008,0.1971,0,,,
69.020592,0.000009,0.0008,0.1971,0,,,
70.020348,0.000009,0.0009,0.2031,0,,,
71.020119,0.000009,0.0008,0.1990,0,,,
72.019882,0.000009,0.0008,0.1937,0,,,
73.019630,0.000010,0.0009,0.2128,0,,,
74.020546,0.000009,0.0008,0.1993,0,,,
75.020279,0.000009,0.0008,0.1989,0,,,
76.020050,0.000008,0.0008,0.1829,0,,,
77.019814,0.000009,0.0008,0.1862,0,,,
78.019577,0.000009,0.0008,0.1979,0,,,
79.020515,0.000009,0.0008,0.1960,0,,,
80.020248,0.000009,0.0009,0.2026,0,,,
81.019997,0.000009,0.0008,0.1897,0,,,
82.019753,0.000009,0.0008,0.1903,0,,,
83.019508,0.020221,1.8552,439.2167,0,,,
84.020424,0.036529,3.3514,793.4341,0,,,
85.020210,0.036867,3.3824,800.7808,1,83.019508,677.6163,1
86.019562,0.036818,3.3779,799.7233,0,,,
87.020485,0.036478,3.3467,792.3359,0,,,
88.020248,0.036685,3.3656,796.8149,1,86.019562,118.4808,1
89.019585,0.036562,3.3544,794.1591,0,,,
90.020493,0.036797,3.3760,799.2686,0,,,
91.020271,0.036448,3.3439,791.6733,0,,,
92.020042,0.036706,3.3676,797.2776,0,,,
93.019821,0.036734,3.3701,797.8829,0,,,
94.019592,0.036461,3.3452,791.9698,0,,,
95.020546,0.036676,3.3648,796.6222,0,,,
96.020302,0.036480,3.3469,792.3680,0,,,
97.020081,0.036585,3.3565,794.6487,0,,,
98.019859,0.024724,2.2683,537.0204,0,,,
99.019615,0.000012,0.0011,0.2645,0,,,
100.020538,0.000010,0.0009,0.2087,1,98.019859,615.3817,-1
101.019875,0.000009,0.0008,0.1968,0,,,
102.019615,0.000010,0.0009,0.2176,0,,,
103.020554,0.000009,0.0008,0.1985,1,101.019875,178.9603,-1
104.019882,0.000009,0.0008,0.1892,0,,,
105.019630,0.000009,0.0008,0.1997,0,,,
106.020546,0.000009,0.0008,0.1961,0,,,
107.020271,0.000009,0.0008,0.1992,0,,,
108.020035,0.000009,0.0009,0.2031,0,,,
109.019775,0.000009,0.0009,0.2056,0,,,
110.019539,0.000009,0.0009,0.2017,0,,,
111.020432,0.000009,0.0008,0.2011,0,,,
112.020187,0.000009,0.0009,0.2022,0,,,
113.019943,0.000010,0.0009,0.2144,0,,,
114.019699,0.000009,0.0009,0.2050,0,,,
115.019455,0.000009,0.0008,0.2010,0,,,
116.020370,0.000009,0.0008,0.1952,0,,,
117.020126,0.000010,0.0009,0.2089,0,,,
118.019882,0.000009,0.0008,0.1953,0,,,
119.019638,0.000009,0.0008,0.1945,0,,,
120.020554,0.000009,0.0008,0.1965,0,,,
121.020309,0.000009,0.0009,0.2040,0,,,
122.020065,0.000009,0.0008,0.1973,0,,,
123.019821,0.000009,0.0008,0.1984,0,,,
124.019577,0.000009,0.0008,0.1925,0,,,
125.020515,0.000009,0.0008,0.1953,0,,,
126.020271,0.000009,0.0008,0.1884,0,,,
127.020042,0.000009,0.0008,0.1947,0,,,
128.019806,0.000009,0.0008,0.1972,0,,,
129.019577,0.000010,0.0009,0.2138,0,,,
130.020508,0.000009,0.0008,0.1936,0,,,
131.020279,0.000010,0.0009,0.2075,0,,,
132.020035,0.000009,0.0009,0.2054,0,,,
133.019775,0.000009,0.0009,0.2041,0,,,
134.019531,0.000009,0.0009,0.2021,0,,,
135.020447,0.000010,0.0009,0.2070,0,,,
136.020203,0.000009,0.0008,0.1954,0,,,
137.019974,0.000010,0.0009,0.2067,0,,,
138.019730,0.000009,0.0009,0.2028,0,,,
139.019485,0.000009,0.0008,0.1986,0,,,
140.020386,0.000009,0.0009,0.2035,0,,,
141.020142,0.000009,0.0008,0.2003,0,,,
142.019897,0.000009,0.0008,0.1941,0,,,
143.019669,0.000009,0.0008,0.2000,0,,,
144.020599,0.000009,0.0008,0.2007,0,,,
145.020340,0.000009,0.0008,0.1975,0,,,
146.020096,0.000009,0.0009,0.2035,0,,,
147.019852,0.000009,0.0008,0.2007,0,,,
148.019608,0.000009,0.0008,0.1999,0,,,
149.020538,0.000009,0.0009,0.2019,0,,,
150.020294,0.000009,0.0008,0.1978,0,,,
151.020050,0.000009,0.0008,0.1935,0,,,
152.019806,0.000009,0.0009,0.2030,0,,,
153.019562,0.000009,0.0008,0.1980,0,,,
154.020477,0.000009,0.0008,0.1958,0,,,
155.020218,0.000010,0.0009,0.2085,0,,,
156.019989,0.000009,0.0008,0.1948,0,,,
157.019745,0.000009,0.0009,0.2058,0,,,
158.019516,0.000009,0.0008,0.2007,0,,,
159.020416,0.000009,0.0009,0.2049,0,,,
160.020187,0.000009,0.0009,0.2017,0,,,
161.019943,0.000009,0.0008,0.2006,0,,,
162.019699,0.000009,0.0009,0.2054,0,,,
163.019440,0.000009,0.0009,0.2044,0,,,
164.020355,0.000009,0.0008,0.1920,0,,,
165.020126,0.000009,0.0009,0.2051,0,,,
166.019867,0.000009,0.0009,0.2023,0,,,
167.019653,0.000009,0.0008,0.1916,0,,,
168.020554,0.000009,0.0008,0.1970,0,,,
169.020325,0.000009,0.0009,0.2038,0,,,
170.020081,0.000010,0.0009,0.2088,0,,,
171.019852,0.000009,0.0009,0.2014,0,,,
172.019623,0.000009,0.0009,0.2034,0,,,
173.020538,0.000009,0.0009,0.2026,0,,,
174.020325,0.000010,0.0009,0.2163,0,,,
175.020065,0.000009,0.0008,0.1992,0,,,
176.019821,0.000010,0.0009,0.2086,0,,,
177.019608,0.000009,0.0008,0.1912,0,,,
178.020508,0.000010,0.0009,0.2092,0,,,
179.020279,0.000009,0.0008,0.1954,0,,,
180.020050,0.000009,0.0008,0.1958,0,,,
181.019806,0.000009,0.0008,0.1920,0,,,
182.019562,0.000009,0.0008,0.1968,0,,,
183.020477,0.000009,0.0008,0.1967,0,,,
184.020233,0.000009,0.0009,0.2015,0,,,
185.019989,0.000009,0.0008,0.1996,0,,,
186.019745,0.000009,0.0009,0.2021,0,,,
187.019485,0.000009,0.0009,0.2019,0,,,
188.020401,0.000009,0.0008,0.1946,0,,,
189.020142,0.000009,0.0008,0.1954,0,,,
190.019897,0.000009,0.0008,0.1935,0,,,
191.019669,0.000009,0.0008,0.1992,0,,,
192.020599,0.000009,0.0009,0.2026,0,,,
193.020355,0.000009,0.0008,0.1898,0,,,
194.020096,0.000009,0.0008,0.2009,0,,,
195.019852,0.000009,0.0008,0.1978,0,,,
196.019638,0.000009,0.0008,0.1957,0,,,
197.020554,0.000009,0.0008,0.1957,0,,,
198.020325,0.000009,0.0008,0.1952,0,,,
199.020065,0.000009,0.0008,0.1874,0,,,
200.019836,0.000009,0.0008,0.1948,0,,,
201.019608,0.000009,0.0009,0.2053,0,,,
202.020523,0.000009,0.0008,0.2000,0,,,
203.020294,0.000010,0.0009,0.2083,0,,,
204.020050,0.000009,0.0008,0.1903,0,,,
205.019806,0.000009,0.0008,0.1912,0,,,
206.019577,0.000009,0.0008,0.1982,0,,,
207.020477,0.000009,0.0008,0.1909,0,,,
208.020233,0.000009,0.0008,0.1919,0,,,
209.020004,0.000009,0.0008,0.1993,0,,,
210.019745,0.000009,0.0008,0.1996,0,,,
211.019501,0.000009,0.0008,0.1983,0,,,
212.020416,0.000009,0.0008,0.1975,0,,,
213.020187,0.000009,0.0008,0.1941,0,,,
214.019958,0.000009,0.0008,0.1937,0,,,
215.019745,0.000009,0.0009,0.2026,0,,,
216.019501,0.000010,0.0009,0.2096,0,,,
217.020416,0.000010,0.0009,0.2119,0,,,
218.020142,0.000009,0.0008,0.1969,0,,,
219.019913,0.000010,0.0009,0.2067,0,,,
220.019684,0.000009,0.0009,0.2033,0,,,
221.020599,0.000010,0.0009,0.2089,0,,,
222.020340,0.000009,0.0008,0.1997,0,,,
223.020081,0.000009,0.0008,0.1960,0,,,
224.019836,0.000009,0.0008,0.1934,0,,,
225.019577,0.000009,0.0009,0.2044,0,,,
226.020493,0.000009,0.0008,0.2005,0,,,
227.020233,0.000009,0.0008,0.1870,0,,,
228.020004,0.000009,0.0008,0.1979,0,,,
229.019745,0.000009,0.0008,0.1965,0,,,
230.019501,0.000009,0.0008,0.1966,0,,,
231.020416,0.000009,0.0008,0.1975,0,,,
232.020187,0.000009,0.0009,0.2014,0,,,
233.019958,0.000009,0.0008,0.1974,0,,,
234.019714,0.000009,0.0008,0.2004,0,,,
235.019470,0.000010,0.0009,0.2071,0,,,
236.020386,0.000010,0.0009,0.2092,0,,,
237.020142,0.000009,0.0008,0.1983,0,,,
238.019897,0.000009,0.0008,0.2011,0,,,
239.019684,0.000010,0.0009,0.2070,0,,,
240.020599,0.000009,0.0009,0.2026,0,,,
241.020355,0.009678,0.8879,210.2194,0,,,
242.020111,0.036638,3.3614,795.8053,0,,,
243.019867,0.036742,3.3709,798.0580,1,241.020355,601.1573,1
244.020355,0.036680,3.3652,796.7108,0,,,
245.020111,0.036600,3.3579,794.9894,0,,,
246.019867,0.036624,3.3601,795.5007,1,244.020355,194.3727,1
247.020370,0.036636,3.3612,795.7599,0,,,
248.020142,0.036634,3.3610,795.7075,0,,,
249.019897,0.036524,3.3510,793.3379,0,,,
250.019684,0.036693,3.3664,797.0032,0,,,
251.020599,0.036506,3.3493,792.9437,0,,,
252.020355,0.036666,3.3639,796.4133,0,,,
253.020111,0.036463,3.3453,791.9965,0,,,
254.019852,0.036686,3.3658,796.8436,0,,,
255.019623,0.036501,3.3488,792.8221,0,,,
256.020538,0.036621,3.3598,795.4332,0,,,
257.020294,0.036448,3.3439,791.6709,0,,,
258.020050,0.029622,2.7177,643.4054,0,,,
259.019806,0.000010,0.0009,0.2171,0,,,
260.019562,0.000009,0.0008,0.1988,1,258.020050,578.7015,-1
261.020050,0.000009,0.0008,0.1985,0,,,
262.019806,0.000009,0.0008,0.2005,0,,,
263.019592,0.000009,0.0008,0.1977,1,261.020050,214.4082,-1
264.020081,0.000009,0.0008,0.1988,0,,,
265.019836,0.000009,0.0008,0.2002,0,,,
266.019592,0.000010,0.0009,0.2087,0,,,
267.020508,0.000009,0.0008,0.1958,0,,,
268.020264,0.000009,0.0009,0.2062,0,,,
269.019989,0.000009,0.0008,0.1955,0,,,
270.019775,0.000009,0.0008,0.1978,0,,,
271.019562,0.000009,0.0008,0.1899,0,,,
272.020477,0.000009,0.0008,0.1957,0,,,
273.020233,0.000009,0.0009,0.2050,0,,,
274.019958,0.000009,0.0008,0.1900,0,,,
275.019745,0.000009,0.0009,0.2038,0,,,
276.019501,0.000009,0.0008,0.1901,0,,,
277.020416,0.000009,0.0008,0.1967,0,,,
278.020203,0.000009,0.0008,0.1939,0,,,
279.019958,0.000009,0.0008,0.1966,0,,,
280.019714,0.000009,0.0009,0.2047,0,,,
281.019501,0.000009,0.0009,0.2032,0,,,
282.020386,0.000009,0.0008,0.1919,0,,,
283.020172,0.000009,0.0009,0.2062,0,,,
284.019928,0.000010,0.0009,0.2064,0,,,
285.019714,0.000009,0.0008,0.1925,0,,,
286.019470,0.000009,0.0008,0.1998,0,,,
287.020386,0.000009,0.0008,0.1983,0,,,
288.020142,0.000009,0.0008,0.1988,0,,,
289.019867,0.000009,0.0008,0.1997,0,,,
290.019653,0.000009,0.0008,0.1943,0,,,
291.020569,0.000009,0.0008,0.1943,0,,,
292.020325,0.000010,0.0009,0.2160,0,,,
293.020111,0.000009,0.0009,0.2022,0,,,
294.019836,0.000009,0.0008,0.1972,0,,,
295.019592,0.000009,0.0008,0.1980,0,,,
296.020508,0.000009,0.0008,0.1905,0,,,
297.020264,0.000009,0.0009,0.2014,0,,,
298.020020,0.000009,0.0008,0.1945,0,,,
299.019775,0.000009,0.0008,0.1992,0,,,
300.019531,0.000009,0.0008,0.1908,0,,,
301.020447,0.000009,0.0009,0.2017,0,,,
302.020233,0.000009,0.0008,0.1934,0,,,
303.019958,0.000009,0.0008,0.1990,0,,,
304.019745,0.000009,0.0008,0.1974,0,,,
305.019531,0.000009,0.0008,0.1988,0,,,
306.020416,0.000009,0.0009,0.2013,0,,,
307.020172,0.000010,0.0009,0.2106,0,,,
308.019897,0.000009,0.0009,0.2017,0,,,
309.019684,0.000009,0.0008,0.1921,0,,,
310.020599,0.000010,0.0009,0.2100,0,,,
311.020386,0.000009,0.0008,0.1961,0,,,
312.020142,0.000009,0.0009,0.2016,0,,,
313.019897,0.000009,0.0009,0.2026,0,,,
314.019684,0.000009,0.0008,0.1938,0,,,
315.020599,0.000009,0.0008,0.1983,0,,,
316.020355,0.000009,0.0008,0.1933,0,,,
317.020142,0.000009,0.0008,0.1989,0,,,
318.019897,0.000009,0.0009,0.2047,0,,,
319.019653,0.000009,0.0008,0.1938,0,,,
320.020569,0.000009,0.0008,0.1856,0,,,
321.020325,0.000009,0.0008,0.1985,0,,,
322.020111,0.000009,0.0009,0.2030,0,,,
323.019836,0.000009,0.0008,0.1962,0,,,
324.019623,0.000009,0.0008,0.1994,0,,,
325.020538,0.000009,0.0008,0.1943,0,,,
326.020294,0.000010,0.0009,0.2113,0,,,
327.020050,0.000009,0.0008,0.1972,0,,,
328.019806,0.000009,0.0009,0.2060,0,,,
329.019592,0.000009,0.0008,0.1868,0,,,
330.020508,0.000010,0.0009,0.2094,0,,,
331.020264,0.000009,0.0009,0.2032,0,,,
332.019989,0.000009,0.0009,0.2018,0,,,
333.019745,0.000009,0.0009,0.2050,0,,,
334.019531,0.000010,0.0009,0.2111,0,,,
335.020416,0.000009,0.0008,0.1927,0,,,
336.020203,0.000009,0.0009,0.2057,0,,,
337.019928,0.000009,0.0008,0.1979,0,,,
338.019714,0.000009,0.0008,0.1997,0,,,
339.019470,0.000009,0.0008,0.1986,0,,,
340.020386,0.000009,0.0008,0.1950,0,,,
341.020172,0.000009,0.0008,0.1933,0,,,
342.019897,0.000009,0.0009,0.2024,0,,,
