point,turns,load,sample_index,vrms_v,included_in_mean,note
sandwich_cycle_1,1,sandwich_maker,3,0.010744,False,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,4,0.031216,False,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,5,0.036592,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,6,0.036660,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,7,0.036436,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,8,0.036382,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,9,0.036666,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,10,0.036686,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,11,0.036310,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,12,0.036407,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,13,0.036615,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,14,0.036670,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,15,0.036405,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,16,0.036436,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,17,0.036640,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,18,0.036680,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,19,0.036327,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,20,0.036346,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,21,0.036737,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,22,0.036495,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,23,0.036192,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,24,0.036399,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,25,0.036549,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,26,0.036579,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,27,0.036229,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,28,0.036276,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,29,0.036530,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,30,0.036333,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,31,0.036149,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,32,0.036318,True,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,33,0.032735,False,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,34,0.014744,False,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_1,1,sandwich_maker,35,0.005611,False,on-cycle after first cutoff; ramp-in (1-4) and cutoff tail (33-35) trimmed; no mains V paired
sandwich_cycle_2,1,sandwich_maker,1,0.007312,False,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,2,0.028228,False,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,3,0.036682,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,4,0.036373,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,5,0.036826,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,6,0.036565,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,7,0.036397,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,8,0.036826,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,9,0.036267,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,10,0.036340,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,11,0.036749,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,12,0.036350,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,13,0.036461,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,14,0.036596,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,15,0.036317,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,16,0.036053,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,17,0.036460,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,18,0.036370,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,19,0.036092,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,20,0.036509,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,21,0.036313,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,22,0.036091,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,23,0.036398,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,24,0.036516,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,25,0.036197,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,26,0.036288,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,27,0.036654,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,28,0.036354,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,29,0.036217,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,30,0.036496,True,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,31,0.023447,False,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
sandwich_cycle_2,1,sandwich_maker,32,0.021934,False,on-cycle after second cutoff; ramp-in (1-2) and cutoff tail (31-32) trimmed; paired with mains V=236.75 V
