t_s,vrms,irms,power,event,event_t_s,delta_va,direction,cluster,fragments
248.019714,0.000016,0.0015,0.3465,0,,,,,
249.019547,0.000017,0.0016,0.3677,0,,,,,
250.020538,0.000016,0.0015,0.3549,0,,,,,
251.020386,0.000017,0.0015,0.3657,0,,,,,
252.020203,0.000017,0.0016,0.3680,0,,,,,
253.020050,0.000016,0.0015,0.3565,0,,,,,
254.019867,0.000016,0.0015,0.3577,0,,,,,
255.019714,0.000016,0.0015,0.3506,0,,,,,
256.019562,0.000017,0.0016,0.3683,0,,,,,
258.020386,0.000016,0.0015,0.3494,0,,,,,
259.020203,0.000016,0.0015,0.3503,0,,,,,
260.020050,0.000016,0.0015,0.3543,0,,,,,
261.019867,0.000017,0.0016,0.3688,0,,,,,
262.019714,0.000017,0.0015,0.3605,0,,,,,
263.019562,0.000016,0.0015,0.3553,0,,,,,
264.020538,0.000017,0.0015,0.3609,0,,,,,
265.020386,0.000017,0.0015,0.3651,0,,,,,
266.020203,0.000017,0.0015,0.3584,0,,,,,
267.020050,0.000017,0.0015,0.3618,0,,,,,
268.019867,0.000016,0.0015,0.3472,0,,,,,
269.019714,0.000017,0.0015,0.3584,0,,,,,
270.019562,0.000017,0.0015,0.3590,0,,,,,
271.020538,0.000017,0.0016,0.3716,0,,,,,
272.020386,0.000016,0.0015,0.3574,0,,,,,
273.020233,0.000017,0.0015,0.3641,0,,,,,
274.020050,0.000018,0.0016,0.3847,0,,,,,
275.019867,0.000016,0.0015,0.3491,0,,,,,
276.019714,0.000016,0.0015,0.3583,0,,,,,
277.019562,0.000016,0.0015,0.3479,0,,,,,
278.020538,0.000017,0.0015,0.3617,0,,,,,
279.020386,0.000017,0.0015,0.3652,0,,,,,
280.020233,0.000017,0.0015,0.3667,0,,,,,
281.020050,0.000016,0.0015,0.3483,0,,,,,
282.019867,0.000016,0.0014,0.3388,0,,,,,
283.019714,0.000016,0.0015,0.3496,0,,,,,
284.019562,0.000017,0.0015,0.3596,0,,,,,
285.020538,0.000017,0.0015,0.3598,0,,,,,
286.020386,0.000016,0.0015,0.3564,0,,,,,
287.020233,0.000016,0.0015,0.3444,0,,,,,
288.020050,0.000016,0.0015,0.3486,0,,,,,
289.019867,0.000017,0.0015,0.3631,0,,,,,
290.019714,0.000016,0.0015,0.3484,0,,,,,
291.019562,0.000016,0.0014,0.3409,0,,,,,
292.020538,0.000016,0.0015,0.3435,0,,,,,
293.020386,0.000016,0.0015,0.3497,0,,,,,
294.020233,0.000016,0.0015,0.3490,0,,,,,
295.020050,0.000017,0.0015,0.3610,0,,,,,
296.019867,0.000016,0.0015,0.3579,0,,,,,
297.019714,0.000017,0.0015,0.3667,0,,,,,
298.019562,0.000016,0.0015,0.3584,0,,,,,
299.020538,0.000016,0.0015,0.3467,0,,,,,
300.020386,0.000016,0.0015,0.3457,0,,,,,
301.020233,0.000017,0.0016,0.3749,0,,,,,
302.020050,0.000016,0.0015,0.3491,0,,,,,
303.019867,0.000016,0.0014,0.3425,0,,,,,
304.019714,0.000016,0.0014,0.3394,0,,,,,
305.019562,0.000016,0.0015,0.3561,0,,,,,
306.020538,0.000017,0.0015,0.3651,0,,,,,
307.020386,0.000017,0.0015,0.3659,0,,,,,
308.020233,0.000016,0.0015,0.3581,0,,,,,
309.020020,0.000016,0.0015,0.3436,0,,,,,
310.019867,0.000016,0.0015,0.3531,0,,,,,
311.019714,0.000017,0.0015,0.3634,0,,,,,
312.019562,0.000017,0.0015,0.3614,0,,,,,
313.020538,0.000016,0.0015,0.3491,0,,,,,
314.020386,0.000017,0.0015,0.3654,0,,,,,
315.020233,0.000016,0.0015,0.3505,0,,,,,
316.020050,0.000016,0.0015,0.3559,0,,,,,
317.019867,0.000017,0.0016,0.3673,0,,,,,
318.019714,0.000017,0.0016,0.3752,0,,,,,
319.019562,0.000016,0.0015,0.3462,0,,,,,
320.020538,0.000017,0.0016,0.3681,0,,,,,
321.020386,0.000017,0.0015,0.3628,0,,,,,
322.020233,0.000016,0.0015,0.3562,0,,,,,
323.020050,0.000016,0.0015,0.3449,0,,,,,
324.019867,0.000016,0.0015,0.3531,0,,,,,
325.019714,0.000016,0.0014,0.3422,0,,,,,
326.019562,0.000017,0.0015,0.3589,0,,,,,
327.020538,0.000016,0.0015,0.3529,0,,,,,
328.020386,0.000016,0.0015,0.3511,0,,,,,
329.020233,0.000016,0.0015,0.3554,0,,,,,
330.020050,0.000016,0.0015,0.3562,0,,,,,
331.019867,0.000017,0.0015,0.3618,0,,,,,
332.019714,0.000016,0.0015,0.3519,0,,,,,
333.019562,0.000017,0.0015,0.3617,0,,,,,
334.020538,0.000017,0.0015,0.3646,0,,,,,
335.020386,0.000016,0.0015,0.3531,0,,,,,
336.020233,0.000017,0.0016,0.3687,0,,,,,
337.020020,0.000016,0.0015,0.3480,0,,,,,
338.019867,0.000016,0.0015,0.3560,0,,,,,
339.019714,0.000016,0.0015,0.3491,0,,,,,
340.019562,0.000015,0.0014,0.3291,0,,,,,
341.020538,0.000016,0.0015,0.3511,0,,,,,
342.020386,0.000017,0.0015,0.3637,0,,,,,
343.020233,0.000017,0.0016,0.3677,0,,,,,
344.020050,0.000016,0.0015,0.3504,0,,,,,
345.019867,0.000016,0.0015,0.3521,0,,,,,
346.019714,0.000016,0.0015,0.3485,0,,,,,
347.019562,0.000016,0.0015,0.3476,0,,,,,
348.020538,0.000016,0.0015,0.3527,0,,,,,
349.020386,0.000016,0.0015,0.3493,0,,,,,
350.020233,0.000016,0.0014,0.3387,0,,,,,
351.020020,0.000016,0.0014,0.3397,0,,,,,
352.019867,0.000016,0.0015,0.3473,0,,,,,
353.019714,0.000016,0.0014,0.3383,0,,,,,
354.019562,0.000016,0.0015,0.3524,0,,,,,
355.020538,0.000017,0.0015,0.3608,0,,,,,
356.020386,0.000016,0.0015,0.3564,0,,,,,
357.020233,0.000016,0.0015,0.3503,0,,,,,
358.020050,0.000016,0.0014,0.3370,0,,,,,
359.019867,0.000016,0.0015,0.3459,0,,,,,
360.019714,0.000016,0.0015,0.3485,0,,,,,
361.019562,0.000016,0.0014,0.3383,0,,,,,
362.020538,0.000016,0.0014,0.3421,0,,,,,
363.020386,0.000016,0.0015,0.3440,0,,,,,
364.020233,0.000016,0.0015,0.3477,0,,,,,
365.020020,0.000017,0.0016,0.3718,0,,,,,
366.019867,0.000016,0.0014,0.3429,0,,,,,
367.019714,0.000016,0.0015,0.3558,0,,,,,
368.019562,0.000017,0.0015,0.3593,0,,,,,
369.020538,0.000016,0.0015,0.3553,0,,,,,
370.020386,0.000016,0.0015,0.3462,0,,,,,
371.020233,0.000016,0.0015,0.3480,0,,,,,
372.020050,0.000016,0.0015,0.3470,0,,,,,
373.019867,0.000016,0.0015,0.3476,0,,,,,
374.019714,0.000017,0.0015,0.3592,0,,,,,
375.019562,0.000016,0.0015,0.3520,0,,,,,
376.020538,0.000016,0.0015,0.3552,0,,,,,
377.020386,0.000015,0.0014,0.3356,0,,,,,
378.020233,0.000017,0.0015,0.3610,0,,,,,
379.020020,0.000016,0.0014,0.3419,0,,,,,
380.019867,0.000017,0.0016,0.3729,0,,,,,
381.019714,0.000016,0.0015,0.3563,0,,,,,
382.019562,0.000016,0.0015,0.3578,0,,,,,
383.020538,0.000017,0.0015,0.3628,0,,,,,
384.020386,0.000016,0.0014,0.3412,0,,,,,
385.020233,0.000016,0.0015,0.3562,0,,,,,
386.020050,0.000017,0.0015,0.3586,0,,,,,
387.019867,0.000016,0.0015,0.3504,0,,,,,
388.019714,0.000016,0.0015,0.3496,0,,,,,
389.019562,0.000016,0.0015,0.3454,0,,,,,
390.020538,0.000016,0.0015,0.3575,0,,,,,
391.020386,0.000016,0.0014,0.3432,0,,,,,
392.020233,0.000016,0.0015,0.3527,0,,,,,
393.020050,0.000016,0.0015,0.3473,0,,,,,
394.019867,0.000016,0.0015,0.3439,0,,,,,
395.019714,0.000016,0.0015,0.3503,0,,,,,
396.019562,0.000017,0.0015,0.3609,0,,,,,
397.020538,0.000016,0.0015,0.3563,0,,,,,
398.020386,0.000016,0.0015,0.3580,0,,,,,
399.020233,0.000016,0.0015,0.3563,0,,,,,
400.020050,0.000016,0.0014,0.3424,0,,,,,
401.019867,0.000016,0.0015,0.3480,0,,,,,
402.019714,0.000017,0.0015,0.3600,0,,,,,
403.019562,0.000017,0.0015,0.3630,0,,,,,
404.020538,0.000016,0.0014,0.3431,0,,,,,
405.020386,0.000016,0.0015,0.3520,0,,,,,
406.020233,0.000016,0.0015,0.3519,0,,,,,
407.020020,0.000016,0.0015,0.3566,0,,,,,
408.019867,0.000017,0.0016,0.3748,0,,,,,
409.019714,0.000016,0.0015,0.3522,0,,,,,
410.019562,0.000016,0.0015,0.3527,0,,,,,
411.020538,0.000016,0.0015,0.3513,0,,,,,
412.020386,0.000016,0.0015,0.3556,0,,,,,
413.020233,0.000016,0.0015,0.3514,0,,,,,
414.020050,0.000016,0.0014,0.3421,0,,,,,
415.019867,0.000016,0.0015,0.3514,0,,,,,
416.019714,0.000016,0.0015,0.3536,0,,,,,
417.019562,0.000016,0.0015,0.3514,0,,,,,
418.020538,0.000017,0.0015,0.3655,0,,,,,
419.020386,0.000017,0.0015,0.3621,0,,,,,
420.020233,0.000016,0.0015,0.3534,0,,,,,
421.020050,0.000017,0.0015,0.3596,0,,,,,
422.019867,0.000016,0.0015,0.3536,0,,,,,
423.019714,0.000017,0.0015,0.3590,0,,,,,
424.019562,0.000016,0.0015,0.3539,0,,,,,
425.020538,0.000017,0.0015,0.3594,0,,,,,
426.020386,0.000017,0.0015,0.3600,0,,,,,
427.020233,0.000017,0.0015,0.3599,0,,,,,
428.020050,0.000016,0.0015,0.3527,0,,,,,
429.019867,0.000016,0.0015,0.3466,0,,,,,
430.019714,0.000017,0.0015,0.3651,0,,,,,
431.019562,0.000016,0.0015,0.3499,0,,,,,
432.020538,0.000017,0.0016,0.3684,0,,,,,
433.020386,0.000016,0.0015,0.3434,0,,,,,
434.020233,0.000017,0.0015,0.3589,0,,,,,
435.020050,0.000015,0.0014,0.3363,0,,,,,
436.019867,0.000016,0.0015,0.3504,0,,,,,
437.019714,0.000017,0.0016,0.3771,0,,,,,
438.019562,0.000016,0.0015,0.3504,0,,,,,
439.020538,0.000015,0.0014,0.3311,0,,,,,
440.020386,0.000016,0.0015,0.3526,0,,,,,
441.020233,0.000015,0.0014,0.3346,0,,,,,
442.020050,0.000016,0.0014,0.3368,0,,,,,
443.019867,0.000016,0.0015,0.3484,0,,,,,
444.019714,0.000017,0.0015,0.3662,0,,,,,
445.019562,0.000017,0.0016,0.3720,0,,,,,
446.020538,0.000016,0.0015,0.3570,0,,,,,
447.020386,0.000016,0.0015,0.3576,0,,,,,
448.020233,0.000016,0.0015,0.3565,0,,,,,
449.020020,0.000016,0.0015,0.3579,0,,,,,
450.019867,0.000016,0.0015,0.3518,0,,,,,
451.019714,0.000016,0.0015,0.3448,0,,,,,
452.019562,0.000016,0.0015,0.3456,0,,,,,
453.020538,0.000016,0.0015,0.3508,0,,,,,
454.020386,0.000016,0.0015,0.3496,0,,,,,
455.020233,0.000015,0.0014,0.3213,0,,,,,
456.020020,0.000015,0.0014,0.3246,0,,,,,
457.019867,0.000015,0.0013,0.3183,0,,,,,
458.019714,0.000015,0.0014,0.3298,0,,,,,
459.019562,0.000015,0.0014,0.3266,0,,,,,
460.020538,0.000015,0.0014,0.3298,0,,,,,
461.020386,0.000015,0.0014,0.3345,0,,,,,
462.020233,0.000015,0.0014,0.3239,0,,,,,
463.020050,0.000014,0.0013,0.3141,0,,,,,
464.019867,0.000015,0.0014,0.3260,0,,,,,
465.019714,0.000016,0.0014,0.3371,0,,,,,
466.019562,0.000015,0.0014,0.3290,0,,,,,
467.020538,0.000016,0.0014,0.3393,0,,,,,
468.020386,0.000015,0.0014,0.3200,0,,,,,
469.020233,0.000016,0.0015,0.3448,0,,,,,
470.020050,0.000015,0.0014,0.3358,0,,,,,
471.019867,0.000015,0.0014,0.3235,0,,,,,
472.019714,0.000016,0.0014,0.3375,0,,,,,
473.019562,0.000015,0.0014,0.3240,0,,,,,
474.020538,0.000015,0.0014,0.3291,0,,,,,
475.020386,0.000015,0.0014,0.3283,0,,,,,
476.020233,0.000015,0.0013,0.3176,0,,,,,
477.020050,0.000016,0.0014,0.3372,0,,,,,
478.019867,0.000016,0.0014,0.3424,0,,,,,
