t_s,vrms,irms,power,event,event_t_s,delta_va,direction
3.020401,0.000038,0.0035,0.8255,0,,,
4.020138,0.000038,0.0035,0.8235,0,,,
5.019878,0.000038,0.0035,0.8173,0,,,
6.019617,0.000038,0.0035,0.8188,0,,,
7.020520,0.000038,0.0035,0.8257,0,,,
8.020256,0.000037,0.0034,0.8082,0,,,
9.020009,0.000038,0.0034,0.8154,0,,,
10.019758,0.000038,0.0034,0.8152,0,,,
11.019520,0.000038,0.0035,0.8191,0,,,
12.020424,0.000037,0.0034,0.8061,0,,,
13.020172,0.000038,0.0035,0.8317,0,,,
14.019921,0.000038,0.0035,0.8173,0,,,
15.019684,0.000038,0.0035,0.8180,0,,,
16.020596,0.000038,0.0035,0.8225,0,,,
17.020344,0.000038,0.0035,0.8264,0,,,
18.020094,0.000038,0.0035,0.8273,0,,,
19.019846,0.000038,0.0035,0.8272,0,,,
20.019587,0.000038,0.0035,0.8316,0,,,
21.020487,0.000038,0.0035,0.8335,0,,,
22.020241,0.000038,0.0035,0.8295,0,,,
23.019987,0.000038,0.0035,0.8324,0,,,
24.019749,0.000038,0.0035,0.8291,0,,,
25.019501,0.000038,0.0035,0.8291,0,,,
26.020412,0.000039,0.0035,0.8381,0,,,
27.020161,0.000038,0.0035,0.8204,0,,,
28.019913,0.000039,0.0035,0.8372,0,,,
29.019670,0.000039,0.0035,0.8389,0,,,
30.020596,0.000039,0.0036,0.8432,0,,,
31.020344,0.000039,0.0036,0.8429,0,,,
32.020096,0.000039,0.0036,0.8500,0,,,
33.019848,0.000038,0.0035,0.8287,0,,,
34.019604,0.000038,0.0035,0.8317,0,,,
35.020519,0.000039,0.0035,0.8398,0,,,
36.020256,0.000039,0.0036,0.8418,0,,,
37.020008,0.000038,0.0035,0.8322,0,,,
38.019768,0.000039,0.0036,0.8451,0,,,
39.019520,0.000039,0.0036,0.8500,0,,,
40.020439,0.000039,0.0035,0.8384,0,,,
41.020195,0.000038,0.0035,0.8281,0,,,
42.019951,0.000038,0.0035,0.8290,0,,,
43.019730,0.000038,0.0035,0.8269,0,,,
44.019485,0.000038,0.0035,0.8255,0,,,
45.020409,0.000038,0.0035,0.8282,0,,,
46.020161,0.000038,0.0035,0.8281,0,,,
47.019932,0.000037,0.0034,0.8088,0,,,
48.019703,0.000038,0.0035,0.8208,0,,,
49.019478,0.000038,0.0035,0.8278,0,,,
50.020401,0.000037,0.0034,0.8132,0,,,
51.020161,0.000038,0.0035,0.8296,0,,,
52.019928,0.000038,0.0035,0.8190,0,,,
53.019703,0.000038,0.0035,0.8313,0,,,
54.019463,0.000038,0.0035,0.8316,0,,,
55.020390,0.000038,0.0035,0.8207,0,,,
56.020161,0.000039,0.0035,0.8404,0,,,
57.019913,0.000039,0.0035,0.8380,0,,,
58.019672,0.000039,0.0036,0.8451,0,,,
59.020596,0.000039,0.0035,0.8382,0,,,
60.020344,0.000039,0.0036,0.8459,0,,,
61.020096,0.000039,0.0036,0.8465,0,,,
62.019848,0.000038,0.0035,0.8345,0,,,
63.019604,0.000038,0.0035,0.8314,0,,,
64.020523,0.000038,0.0035,0.8212,0,,,
65.020256,0.000038,0.0035,0.8300,0,,,
66.020035,0.000038,0.0035,0.8314,0,,,
67.019814,0.000038,0.0035,0.8356,0,,,
68.019585,0.000038,0.0035,0.8336,0,,,
69.020523,0.000038,0.0035,0.8286,0,,,
70.020279,0.000038,0.0034,0.8147,0,,,
71.020058,0.000038,0.0035,0.8180,0,,,
72.019821,0.000038,0.0035,0.8244,0,,,
73.019592,0.000039,0.0035,0.8374,0,,,
74.020523,0.000038,0.0035,0.8272,0,,,
75.020279,0.000038,0.0035,0.8331,0,,,
76.020058,0.000038,0.0035,0.8345,0,,,
77.019821,0.000038,0.0035,0.8263,0,,,
78.019600,0.000038,0.0035,0.8280,0,,,
79.020531,0.000038,0.0035,0.8357,0,,,
80.020287,0.000038,0.0035,0.8320,0,,,
81.020042,0.000038,0.0035,0.8255,0,,,
82.019806,0.000039,0.0035,0.8397,0,,,
83.019569,0.000038,0.0035,0.8332,0,,,
84.020462,0.000039,0.0035,0.8388,0,,,
85.020218,0.000039,0.0036,0.8433,0,,,
86.019981,0.000039,0.0036,0.8527,0,,,
87.019753,0.000039,0.0036,0.8440,0,,,
88.019493,0.000039,0.0036,0.8439,0,,,
89.020409,0.000039,0.0036,0.8558,0,,,
90.020157,0.000039,0.0036,0.8413,0,,,
91.019913,0.000039,0.0036,0.8469,0,,,
92.019669,0.000039,0.0036,0.8425,0,,,
93.020592,0.000039,0.0036,0.8455,0,,,
94.020370,0.000038,0.0035,0.8307,0,,,
95.020111,0.000039,0.0036,0.8430,0,,,
96.019875,0.000038,0.0035,0.8256,0,,,
97.019638,0.000039,0.0035,0.8365,0,,,
98.020576,0.000038,0.0035,0.8307,0,,,
99.020332,0.000038,0.0035,0.8339,0,,,
100.020111,0.000038,0.0035,0.8228,0,,,
101.019890,0.000038,0.0035,0.8275,0,,,
102.019661,0.000038,0.0035,0.8246,0,,,
103.020592,0.000038,0.0035,0.8359,0,,,
104.020370,0.000038,0.0035,0.8291,0,,,
105.020134,0.000039,0.0036,0.8440,0,,,
106.019913,0.000038,0.0035,0.8335,0,,,
107.019646,0.000038,0.0035,0.8221,0,,,
108.020569,0.000039,0.0035,0.8376,0,,,
109.020302,0.000039,0.0035,0.8395,0,,,
110.020065,0.000039,0.0035,0.8364,0,,,
111.019798,0.000038,0.0035,0.8200,0,,,
112.019569,0.000038,0.0035,0.8253,0,,,
113.020462,0.000038,0.0035,0.8361,0,,,
114.020218,0.000038,0.0035,0.8278,0,,,
115.019974,0.000038,0.0035,0.8210,0,,,
116.019737,0.000038,0.0035,0.8302,0,,,
117.019493,0.000038,0.0035,0.8213,0,,,
118.020409,0.000039,0.0036,0.8455,0,,,
119.020157,0.000038,0.0035,0.8232,0,,,
120.019913,0.000039,0.0036,0.8488,0,,,
121.019669,0.000038,0.0035,0.8330,0,,,
122.020592,0.000039,0.0036,0.8408,0,,,
123.020348,0.000039,0.0036,0.8510,0,,,
124.020096,0.000039,0.0036,0.8447,0,,,
125.019859,0.000039,0.0036,0.8472,0,,,
126.019608,0.000039,0.0036,0.8516,0,,,
127.020523,0.000039,0.0036,0.8542,0,,,
128.020248,0.000039,0.0036,0.8467,0,,,
129.020004,0.000039,0.0036,0.8517,0,,,
130.019775,0.000039,0.0036,0.8426,0,,,
131.019547,0.000039,0.0036,0.8550,0,,,
132.020477,0.000039,0.0036,0.8488,0,,,
133.020233,0.000040,0.0036,0.8625,0,,,
134.020004,0.000040,0.0036,0.8610,0,,,
135.019775,0.000039,0.0036,0.8445,0,,,
136.019547,0.000039,0.0036,0.8421,0,,,
137.020477,0.000039,0.0036,0.8459,0,,,
138.020233,0.000039,0.0036,0.8565,0,,,
139.020020,0.000039,0.0036,0.8541,0,,,
140.019760,0.000039,0.0036,0.8502,0,,,
141.019516,0.000039,0.0036,0.8437,0,,,
142.020416,0.000038,0.0035,0.8313,0,,,
143.020172,0.000038,0.0035,0.8266,0,,,
144.019897,0.000039,0.0035,0.8367,0,,,
145.019669,0.000039,0.0035,0.8367,0,,,
146.020599,0.000038,0.0035,0.8230,0,,,
147.020355,0.000038,0.0035,0.8284,0,,,
148.020096,0.000038,0.0035,0.8277,0,,,
