iso_time,t_s,voltage_v,current_a,power_w,energy_kwh,raw_dps
2026-08-27T21:05:53.568,79.317,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:54.575,80.321,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:55.625,81.326,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:56.631,82.331,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:57.656,83.336,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:58.609,84.341,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:05:59.600,85.346,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:00.629,86.351,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:01.603,87.356,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:02.633,88.361,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:03.630,89.366,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:04.621,90.371,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:05.630,91.376,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:06.654,92.381,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:07.627,93.386,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:08.693,94.391,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:09.638,95.396,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:10.644,96.401,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:11.667,97.406,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:12.654,98.411,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:13.664,99.412,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:14.663,100.417,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
2026-08-27T21:06:15.666,101.422,240.9,0.0,0.0,,"{""1"":true,""9"":0,""18"":0,""19"":0,""20"":2409,""21"":1,""22"":564,""23"":26748,""24"":14621,""25"":2840,""26"":0,""38"":""memory"",""41"":false,""44"":""""}"
